Year,Sex,Cancer_Type,Aust_Mortality_to_incidence_ratio,Segi_Mortality_to_incidence_ratio,WHO_Mortality_to_incidence_ratio
1997,Female,Kidney cancer,0.46,0.37,0.4
1998,Female,Kidney cancer,0.46,0.39,0.41
1999,Female,Kidney cancer,0.42,0.33,0.36
2000,Female,Kidney cancer,0.38,0.33,0.34
2001,Female,Kidney cancer,0.43,0.35,0.37
2002,Female,Kidney cancer,0.39,0.32,0.34
2003,Female,Kidney cancer,0.39,0.31,0.34
2004,Female,Kidney cancer,0.39,0.31,0.34
2005,Female,Kidney cancer,0.41,0.33,0.36
2006,Female,Kidney cancer,0.34,0.29,0.31
2007,Female,Kidney cancer,0.34,0.27,0.29
2008,Female,Kidney cancer,0.31,0.24,0.27
2009,Female,Kidney cancer,0.33,0.26,0.28
2010,Female,Kidney cancer,0.32,0.25,0.27
2011,Female,Kidney cancer,,,
1968,Persons,Kidney cancer,,,
1969,Persons,Kidney cancer,,,
1970,Persons,Kidney cancer,,,
1971,Persons,Kidney cancer,,,
1972,Persons,Kidney cancer,,,
1973,Persons,Kidney cancer,,,
1974,Persons,Kidney cancer,,,
1975,Persons,Kidney cancer,,,
1976,Persons,Kidney cancer,,,
1977,Persons,Kidney cancer,,,
1978,Persons,Kidney cancer,,,
1979,Persons,Kidney cancer,,,
1980,Persons,Kidney cancer,,,
1981,Persons,Kidney cancer,,,
1982,Persons,Kidney cancer,0.63,0.59,0.6
1983,Persons,Kidney cancer,0.69,0.63,0.65
1984,Persons,Kidney cancer,0.62,0.55,0.57
1985,Persons,Kidney cancer,0.59,0.54,0.56
1986,Persons,Kidney cancer,0.6,0.53,0.55
1987,Persons,Kidney cancer,0.58,0.52,0.54
1988,Persons,Kidney cancer,0.59,0.54,0.56
1989,Persons,Kidney cancer,0.55,0.48,0.51
1990,Persons,Kidney cancer,0.53,0.46,0.49
1991,Persons,Kidney cancer,0.52,0.46,0.48
1992,Persons,Kidney cancer,0.47,0.42,0.44
1993,Persons,Kidney cancer,0.49,0.43,0.45
1994,Persons,Kidney cancer,0.49,0.44,0.46
1995,Persons,Kidney cancer,0.47,0.41,0.43
1996,Persons,Kidney cancer,0.46,0.4,0.42
1997,Persons,Kidney cancer,0.45,0.38,0.41
1998,Persons,Kidney cancer,0.42,0.37,0.39
1999,Persons,Kidney cancer,0.41,0.35,0.37
2000,Persons,Kidney cancer,0.38,0.33,0.35
2001,Persons,Kidney cancer,0.41,0.35,0.37
2002,Persons,Kidney cancer,0.39,0.34,0.36
2003,Persons,Kidney cancer,0.39,0.34,0.35
2004,Persons,Kidney cancer,0.38,0.31,0.33
2005,Persons,Kidney cancer,0.36,0.3,0.32
2006,Persons,Kidney cancer,0.33,0.28,0.3
2007,Persons,Kidney cancer,0.33,0.27,0.29
2008,Persons,Kidney cancer,0.31,0.25,0.27
2009,Persons,Kidney cancer,0.33,0.27,0.29
2010,Persons,Kidney cancer,0.33,0.27,0.29
2011,Persons,Kidney cancer,,,
1968,Male,Laryngeal cancer,,,
1969,Male,Laryngeal cancer,,,
1970,Male,Laryngeal cancer,,,
1971,Male,Laryngeal cancer,,,
1972,Male,Laryngeal cancer,,,
1973,Male,Laryngeal cancer,,,
1974,Male,Laryngeal cancer,,,
1975,Male,Laryngeal cancer,,,
1976,Male,Laryngeal cancer,,,
1977,Male,Laryngeal cancer,,,
1978,Male,Laryngeal cancer,,,
1979,Male,Laryngeal cancer,,,
1980,Male,Laryngeal cancer,,,
1981,Male,Laryngeal cancer,,,
1982,Male,Laryngeal cancer,0.37,0.34,0.36
1983,Male,Laryngeal cancer,0.36,0.34,0.34
1984,Male,Laryngeal cancer,0.47,0.42,0.44
1985,Male,Laryngeal cancer,0.45,0.42,0.43
1986,Male,Laryngeal cancer,0.4,0.37,0.38
1987,Male,Laryngeal cancer,0.42,0.42,0.42
1988,Male,Laryngeal cancer,0.37,0.35,0.36
1989,Male,Laryngeal cancer,0.42,0.4,0.4
1990,Male,Laryngeal cancer,0.44,0.42,0.42
1991,Male,Laryngeal cancer,0.46,0.42,0.43
1992,Male,Laryngeal cancer,0.4,0.39,0.39
1993,Male,Laryngeal cancer,0.44,0.39,0.41
1994,Male,Laryngeal cancer,0.44,0.39,0.4
1995,Male,Laryngeal cancer,0.4,0.38,0.39
1996,Male,Laryngeal cancer,0.45,0.4,0.42
1997,Male,Laryngeal cancer,0.45,0.41,0.42
1998,Male,Laryngeal cancer,0.34,0.32,0.32
1999,Male,Laryngeal cancer,0.46,0.4,0.42
2000,Male,Laryngeal cancer,0.42,0.4,0.41
2001,Male,Laryngeal cancer,0.44,0.39,0.41
2002,Male,Laryngeal cancer,0.45,0.39,0.41
2003,Male,Laryngeal cancer,0.4,0.36,0.38
2004,Male,Laryngeal cancer,0.37,0.34,0.35
2005,Male,Laryngeal cancer,0.37,0.34,0.35
2006,Male,Laryngeal cancer,0.34,0.3,0.31
2007,Male,Laryngeal cancer,0.39,0.34,0.36
2008,Male,Laryngeal cancer,0.4,0.35,0.37
2009,Male,Laryngeal cancer,0.37,0.35,0.35
2010,Male,Laryngeal cancer,0.42,0.36,0.38
2011,Male,Laryngeal cancer,,,
1968,Female,Laryngeal cancer,,,
1969,Female,Laryngeal cancer,,,
1970,Female,Laryngeal cancer,,,
1971,Female,Laryngeal cancer,,,
1972,Female,Laryngeal cancer,,,
1973,Female,Laryngeal cancer,,,
1974,Female,Laryngeal cancer,,,
1975,Female,Laryngeal cancer,,,
1976,Female,Laryngeal cancer,,,
1977,Female,Laryngeal cancer,,,
1978,Female,Laryngeal cancer,,,
1979,Female,Laryngeal cancer,,,
1980,Female,Laryngeal cancer,,,
1981,Female,Laryngeal cancer,,,
1982,Female,Laryngeal cancer,0.38,0.34,0.35
1983,Female,Laryngeal cancer,0.28,0.27,0.28
1984,Female,Laryngeal cancer,0.47,0.42,0.44
1985,Female,Laryngeal cancer,0.38,0.32,0.34
1986,Female,Laryngeal cancer,0.67,0.53,0.58
1987,Female,Laryngeal cancer,0.34,0.3,0.32
1988,Female,Laryngeal cancer,0.4,0.36,0.37
1989,Female,Laryngeal cancer,0.35,0.35,0.34
1990,Female,Laryngeal cancer,0.34,0.33,0.33
1991,Female,Laryngeal cancer,0.51,0.46,0.48
1992,Female,Laryngeal cancer,0.35,0.33,0.33
1993,Female,Laryngeal cancer,0.52,0.51,0.51
1994,Female,Laryngeal cancer,0.53,0.39,0.45
1995,Female,Laryngeal cancer,0.32,0.28,0.3
1996,Female,Laryngeal cancer,0.46,0.35,0.4
1997,Female,Laryngeal cancer,0.49,0.41,0.44
1998,Female,Laryngeal cancer,0.23,0.2,0.21
1999,Female,Laryngeal cancer,0.43,0.37,0.39
2000,Female,Laryngeal cancer,0.52,0.49,0.5
2001,Female,Laryngeal cancer,0.43,0.41,0.42
2002,Female,Laryngeal cancer,0.58,0.61,0.58
2003,Female,Laryngeal cancer,0.43,0.42,0.42
2004,Female,Laryngeal cancer,0.38,0.32,0.34
2005,Female,Laryngeal cancer,0.39,0.35,0.37
2006,Female,Laryngeal cancer,0.33,0.29,0.31
2007,Female,Laryngeal cancer,0.4,0.38,0.39
2008,Female,Laryngeal cancer,0.42,0.38,0.39
2009,Female,Laryngeal cancer,0.37,0.29,0.32
2010,Female,Laryngeal cancer,0.39,0.34,0.35
2011,Female,Laryngeal cancer,,,
1968,Persons,Laryngeal cancer,,,
1969,Persons,Laryngeal cancer,,,
1970,Persons,Laryngeal cancer,,,
1971,Persons,Laryngeal cancer,,,
1972,Persons,Laryngeal cancer,,,
1973,Persons,Laryngeal cancer,,,
1974,Persons,Laryngeal cancer,,,
1975,Persons,Laryngeal cancer,,,
1976,Persons,Laryngeal cancer,,,
1977,Persons,Laryngeal cancer,,,
1978,Persons,Laryngeal cancer,,,
1979,Persons,Laryngeal cancer,,,
1980,Persons,Laryngeal cancer,,,
1981,Persons,Laryngeal cancer,,,
1982,Persons,Laryngeal cancer,0.37,0.33,0.35
1983,Persons,Laryngeal cancer,0.34,0.32,0.33
1984,Persons,Laryngeal cancer,0.45,0.4,0.42
1985,Persons,Laryngeal cancer,0.43,0.4,0.41
1986,Persons,Laryngeal cancer,0.41,0.38,0.39
1987,Persons,Laryngeal cancer,0.41,0.4,0.4
1988,Persons,Laryngeal cancer,0.36,0.34,0.35
1989,Persons,Laryngeal cancer,0.4,0.39,0.39
1990,Persons,Laryngeal cancer,0.42,0.4,0.41
1991,Persons,Laryngeal cancer,0.45,0.42,0.43
1992,Persons,Laryngeal cancer,0.39,0.38,0.38
1993,Persons,Laryngeal cancer,0.43,0.39,0.4
1994,Persons,Laryngeal cancer,0.43,0.38,0.4
1995,Persons,Laryngeal cancer,0.38,0.36,0.37
1996,Persons,Laryngeal cancer,0.44,0.38,0.41
1997,Persons,Laryngeal cancer,0.44,0.4,0.41
1998,Persons,Laryngeal cancer,0.32,0.3,0.31
1999,Persons,Laryngeal cancer,0.44,0.39,0.4
2000,Persons,Laryngeal cancer,0.43,0.41,0.42
2001,Persons,Laryngeal cancer,0.43,0.39,0.4
2002,Persons,Laryngeal cancer,0.45,0.4,0.41
2003,Persons,Laryngeal cancer,0.4,0.36,0.38
2004,Persons,Laryngeal cancer,0.36,0.33,0.34
2005,Persons,Laryngeal cancer,0.36,0.34,0.35
2006,Persons,Laryngeal cancer,0.33,0.29,0.3
2007,Persons,Laryngeal cancer,0.38,0.34,0.35
2008,Persons,Laryngeal cancer,0.39,0.35,0.36
2009,Persons,Laryngeal cancer,0.36,0.34,0.34
2010,Persons,Laryngeal cancer,0.4,0.35,0.37
2011,Persons,Laryngeal cancer,,,
1968,Male,Liver cancer,,,
1969,Male,Liver cancer,,,
1970,Male,Liver cancer,,,
1971,Male,Liver cancer,,,
1972,Male,Liver cancer,,,
1973,Male,Liver cancer,,,
1974,Male,Liver cancer,,,
1975,Male,Liver cancer,,,
1976,Male,Liver cancer,,,
1977,Male,Liver cancer,,,
1978,Male,Liver cancer,,,
1979,Male,Liver cancer,,,
1980,Male,Liver cancer,,,
1981,Male,Liver cancer,,,
1982,Male,Liver cancer,1.14,1.06,1.1
1983,Male,Liver cancer,1.48,1.35,1.41
1984,Male,Liver cancer,1.29,1.3,1.3
1985,Male,Liver cancer,1.44,1.29,1.35
1986,Male,Liver cancer,1.08,1.01,1.03
1987,Male,Liver cancer,1.12,1.08,1.09
1988,Male,Liver cancer,1.12,1.05,1.08
1989,Male,Liver cancer,1.12,1.06,1.08
1990,Male,Liver cancer,1.08,1.01,1.04
1991,Male,Liver cancer,1.04,0.98,1.01
1992,Male,Liver cancer,0.98,0.96,0.96
1993,Male,Liver cancer,0.98,0.94,0.95
1994,Male,Liver cancer,0.99,0.9,0.94
1995,Male,Liver cancer,1.07,1.01,1.02
1996,Male,Liver cancer,0.95,0.9,0.92
1997,Male,Liver cancer,1.01,0.96,0.98
1998,Male,Liver cancer,0.93,0.86,0.88
1999,Male,Liver cancer,0.9,0.85,0.87
2000,Male,Liver cancer,0.91,0.84,0.87
2001,Male,Liver cancer,0.86,0.84,0.85
2002,Male,Liver cancer,0.86,0.81,0.82
2003,Male,Liver cancer,0.95,0.88,0.91
2004,Male,Liver cancer,0.81,0.78,0.79
2005,Male,Liver cancer,0.8,0.75,0.77
2006,Male,Liver cancer,0.84,0.78,0.8
2007,Male,Liver cancer,0.87,0.82,0.84
2008,Male,Liver cancer,0.8,0.75,0.77
2009,Male,Liver cancer,0.91,0.83,0.86
2010,Male,Liver cancer,0.88,0.82,0.84
2011,Male,Liver cancer,,,
1968,Female,Liver cancer,,,
1969,Female,Liver cancer,,,
1970,Female,Liver cancer,,,
1971,Female,Liver cancer,,,
1972,Female,Liver cancer,,,
1973,Female,Liver cancer,,,
1974,Female,Liver cancer,,,
1975,Female,Liver cancer,,,
1976,Female,Liver cancer,,,
1977,Female,Liver cancer,,,
1978,Female,Liver cancer,,,
1979,Female,Liver cancer,,,
1980,Female,Liver cancer,,,
1981,Female,Liver cancer,,,
1982,Female,Liver cancer,1.61,1.47,1.51
1983,Female,Liver cancer,2.03,1.98,2
1984,Female,Liver cancer,2.01,1.75,1.85
1985,Female,Liver cancer,1.47,1.27,1.33
1986,Female,Liver cancer,1.17,1.08,1.1
1987,Female,Liver cancer,1.42,1.28,1.33
1988,Female,Liver cancer,1.77,1.72,1.72
1989,Female,Liver cancer,1.44,1.26,1.34
1990,Female,Liver cancer,1.29,1.16,1.2
1991,Female,Liver cancer,1.36,1.27,1.3
1992,Female,Liver cancer,1.28,1.16,1.22
1993,Female,Liver cancer,1.11,1,1.03
1994,Female,Liver cancer,1.33,1.21,1.27
1995,Female,Liver cancer,1.33,1.22,1.25
1996,Female,Liver cancer,1.25,1.12,1.17
1997,Female,Liver cancer,1.3,1.24,1.26
1998,Female,Liver cancer,1.25,1.11,1.16
1999,Female,Liver cancer,1.2,1.12,1.15
2000,Female,Liver cancer,1.06,0.97,1.01
2001,Female,Liver cancer,0.92,0.86,0.88
2002,Female,Liver cancer,1.19,1.07,1.12
2003,Female,Liver cancer,1.01,0.95,0.97
2004,Female,Liver cancer,1.05,1,1.03
2005,Female,Liver cancer,0.96,0.9,0.92
2006,Female,Liver cancer,0.99,0.93,0.94
2007,Female,Liver cancer,1.16,1.1,1.12
2008,Female,Liver cancer,1.08,0.95,1.01
2009,Female,Liver cancer,1.09,1,1.03
2010,Female,Liver cancer,1.13,1.05,1.08
2011,Female,Liver cancer,,,
1968,Persons,Liver cancer,,,
1969,Persons,Liver cancer,,,
1970,Persons,Liver cancer,,,
1971,Persons,Liver cancer,,,
